topic	retrievedUrl	archivedUrl	sentenceHash	sentence	annotation	set
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	e73453a7abeaaca6414c1d77f5f956e0	Since the embryo was a genetic duplicate of the patient , there would be no immunological rejection .	Argument_for	test
cloning	http://connectusfund.org/15-pivotal-pros-and-cons-of-reproductive-cloning	http://web.archive.org/web/20161021001343/http://connectusfund.org/15-pivotal-pros-and-cons-of-reproductive-cloning	ee23218b44a6bd338868d970c3e94699	Religious and other opponents of this technology are saying that this process disrupts nature because procreation is something that should n’t be tampered with .	Argument_against	train
cloning	http://www.resolve.org/about/the-stem-cell-and-cloning-debate.html	http://web.archive.org/web/20140705043631/http://www.resolve.org/about/the-stem-cell-and-cloning-debate.html	6d0f1c853d5878ff9c185850572685ef	Stem cells are special cells found in very early stage embryos ( 5 days after fertilization of an egg ) and in some types of adult tissue .	NoArgument	train
cloning	http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	http://web.archive.org/web/20160827143433/http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	7bf0839d3e2cab5e6077d2c4396effe7	But I think of it as a way of creating more livestock to end world hunger .	Argument_for	train
cloning	https://www.ethicalrights.com/submissions/cloning-and-embryonic-stem-cells/51-a-rebuttal-of-arguments-against-human-cloning	http://web.archive.org/web/20160408142441/http://www.ethicalrights.com:80/submissions/cloning-and-embryonic-stem-cells/51-a-rebuttal-of-arguments-against-human-cloning	75ebd74fba999b373a445bc136a157c7	( c ) Cloning would constitute an infringement of human dignity , that is a cloned child could be a means to an end .	Argument_against	train
cloning	http://www.conserve-energy-future.com/pros-and-cons-of-genetic-engineering.php	http://web.archive.org/web/20160507032151/http://www.conserve-energy-future.com:80/pros-and-cons-of-genetic-engineering.php	abbe9e44023eca6832018661c48bd3a6	Can it Go Too Far ?	NoArgument	train
cloning	http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	http://web.archive.org/web/20160913010551/http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	e751c7aee1382b87d7fb80bf4a94cf08	Some cloning advocates argue that cloning-to-produce-children might follow the same path as IVF , skipping from ethically unacceptable experimentation to a widely accepted practice .	Argument_for	train
cloning	http://www.globalchange.com/noclones.htm	http://web.archive.org/web/20160510033753/http://www.globalchange.com:80/noclones.htm	3bf955c6ead15c74b805037a3a2e1481	For that matter , how can you believe in a BOOK .	NoArgument	train
cloning	http://www.globalchange.com/noclones.htm	http://web.archive.org/web/20160510033753/http://www.globalchange.com:80/noclones.htm	cc3a5c54faf641c9a4828fc160b3bdc1	But if someone is dying and needs an organ , and they choose to clone an organ of theirs or they already have a clone of themselves completely healthy , then HELL , it 's saving them !	Argument_for	train
cloning	http://www.debate.org/opinions/is-human-cloning-wrong	http://web.archive.org/web/20160512210343/http://www.debate.org:80/opinions/is-human-cloning-wrong	1216d5736b9e3bf6b96ee2d6df5c18f4	Of course the cons to therapeutic cloning is how much it costs , but this debate is more about ethics than anything else , and killing a human embryo to save a life IS ethical .	Argument_for	train
cloning	http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	http://web.archive.org/web/20160827143433/http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	55125d08bdf25dc5f32f9ac546770e3d	Especially the posts that have nothing to do with cloning , and everything to do with their views on religion , which is fine , but just very off topic .	NoArgument	train
cloning	http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	http://web.archive.org/web/20160827143433/http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	b40246f9987e159900b3d4a4aa822516	The way i see it is that there can only be one right answer , if there is one at all .	NoArgument	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	b83c02dcdd51a5a29e8b10736024aae4	Moreover , advocates of this objection caution against removing God from the process of creation altogether , which , it is argued , is what reproductive cloning achieves ( Rikfin , 2000 ) .	Argument_against	test
cloning	https://www.reference.com/world-view/people-against-cloning-f6dced6c4af38ec2	http://web.archive.org/web/20161008014634/https://www.reference.com/world-view/people-against-cloning-f6dced6c4af38ec2	0f20e73994b0e616e2eb980b93ecd46c	A cloned human being 's family , for example , is unlikely ever to see him as the original .	Argument_against	train
cloning	http://www.chsjournal.org/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	http://web.archive.org/web/20160504033631/http://www.chsjournal.org:80/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	049dfa4d401745f763b299e830aa1668	Jesse Rainbow explain why there is an aversion to human cloning - a clone would not be a " real person " - cloning is " playing the God " - cloning is not " natural " mention in closing some of the conditions proposed in a provisional list yet , so research on therapeutic human cloning ( reproductive one is illegal ) to proceed lawfully : it is necessary for embryos to be used only in the early stages of their development , without being allowed to grow further , all programs research must be supervised by government organizations dealing with fertilization and genetic techniques , various research programs will receive funding and approval only if it is scientifically demonstrated that there is no other way of obtaining the same results conventional , will not be permitted to research on human genetic material can be combined with that of animals , there must be a permanent state of public information on research undertaken and to be postulated that the limitations may be required to report the experiences and suffering of animals used for human benefit .	Argument_against	train
cloning	https://www.ethicalrights.com/submissions/cloning-and-embryonic-stem-cells/51-a-rebuttal-of-arguments-against-human-cloning	http://web.archive.org/web/20160408142441/http://www.ethicalrights.com:80/submissions/cloning-and-embryonic-stem-cells/51-a-rebuttal-of-arguments-against-human-cloning	b5dd3f84be603729f3ecb02e2b2702a0	( e ) Cloning would undermine individuality and identity .	Argument_against	train
cloning	http://bmcmedethics.biomedcentral.com/articles/10.1186/1472-6939-4-3	http://web.archive.org/web/20160322225739/http://bmcmedethics.biomedcentral.com:80/articles/10.1186/1472-6939-4-3	8a6fd9ba522433dae4cca78b0a029f9a	There seems little doubt that the rapid advances that are occurring in the field of science , and biotechnology in particular , will continue to create new social and regulatory challenges , many of which may also raise issues associated with notions of human dignity .	NoArgument	train
cloning	http://www.debate.org/opinions/is-human-cloning-wrong	http://web.archive.org/web/20160512210343/http://www.debate.org:80/opinions/is-human-cloning-wrong	3bf3dc6a69dfcf1fddbfcb9ccedcbd91	For those who do not believe that life is sacred , it is just tissue being disposed of .	Argument_against	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	22cb039e3a961e70bf8c25586c29bf16	It is unethical to experiment on an embryo for the same reason it is unethical to experiment on any human being and since embryo experimentation often results in the destruction of the embryo , this equates to murdering the embryo ( Deckers , 2007 ; Oduncu , 2003 ; Novak , 2001 ) .	Argument_against	test
cloning	http://bmcmedethics.biomedcentral.com/articles/10.1186/1472-6939-4-3	http://web.archive.org/web/20160322225739/http://bmcmedethics.biomedcentral.com:80/articles/10.1186/1472-6939-4-3	6e27e39b48e0c9446a31510f3ba860ca	Media images of reproductive cloning , which are everywhere , often portray clones as " carbon copies " .	NoArgument	train
cloning	http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	http://web.archive.org/web/20160913010551/http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	8e755b9d4be9f84aed571fe955d98747	The effect of most genes on health and well-being is not deterministic but probabilistic , and is subject to environmental influences .	NoArgument	train
cloning	http://www.globalchange.com/noclones.htm	http://web.archive.org/web/20160510033753/http://www.globalchange.com:80/noclones.htm	f9d14d3317a7c6f08ed0008091f59140	How can you believe in something you CAN NOT see , hear , or talk to ?	NoArgument	val
cloning	http://www.allaboutpopularissues.org/arguments-against-cloning-faq.htm	http://web.archive.org/web/20160411231217/http://www.allaboutpopularissues.org/arguments-against-cloning-faq.htm	cd6781653d385077ebeb4f536dd46ef1	And it is vastly more practical to have a child within the context of marriage and a family than in a laboratory .	Argument_against	train
cloning	https://www.ethicalrights.com/submissions/cloning-and-embryonic-stem-cells/51-a-rebuttal-of-arguments-against-human-cloning	http://web.archive.org/web/20160408142441/http://www.ethicalrights.com:80/submissions/cloning-and-embryonic-stem-cells/51-a-rebuttal-of-arguments-against-human-cloning	9b9fb0e7007fcad6c6529ebd8741e84c	It really is not difficult to understand how a clone fits into a family .	NoArgument	train
cloning	http://www.humancloning.org/allthe.php	http://web.archive.org/web/20160502230820/http://www.humancloning.org:80/allthe.php	dccc158f310589f0ae1ba407ae79a57e	To fund research - People whose lives have been destroyed or have not been able to reproduce in this lifetime due to tragedy could arrange to have their DNA continued and fund research at the same time .	Argument_for	test
cloning	https://www.spuc.org.uk/abortion/embryo-abuse/human-cloning	http://web.archive.org/web/20160331084556/https://www.spuc.org.uk/abortion/embryo-abuse/human-cloning	61e879635c98935bfb0e327030bb5923	The only difference is in the way the cloned individual is treated .	NoArgument	train
cloning	http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	http://web.archive.org/web/20150914201115/http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	06791677f0bd428fddb1791218d82350	The argument that we ought to postpone human cloning until we have perfected the method in animals makes some degree of sense .	NoArgument	val
cloning	http://vgavirginia.org/10-therapeutic-cloning-pros-and-cons	http://web.archive.org/web/20161023121212/http://vgavirginia.org/10-therapeutic-cloning-pros-and-cons	e0af1e83f86ee11e45e80194ba925221	Offers a new range of solutions .	NoArgument	train
cloning	http://bmcmedethics.biomedcentral.com/articles/10.1186/1472-6939-4-3	http://web.archive.org/web/20160322225739/http://bmcmedethics.biomedcentral.com:80/articles/10.1186/1472-6939-4-3	8f696f9425287c9da29609326558d8d4	For example , Malby poses the question thus : " Does dignity impose a responsibility to protect a key feature of humanity ( our ' genetic heritage ' ) , from which ( to an undetermined extent ) we acquire key capacities such as autonomy and the capacity for moral thought ? "	NoArgument	train
cloning	http://www.chsjournal.org/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	http://web.archive.org/web/20160504033631/http://www.chsjournal.org:80/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	4a57467ea616bf1407e7325f7f159bdd	However , many groups have used a broader definition of cloning .	NoArgument	train
cloning	http://bmcmedethics.biomedcentral.com/articles/10.1186/1472-6939-4-3	http://web.archive.org/web/20160322225739/http://bmcmedethics.biomedcentral.com:80/articles/10.1186/1472-6939-4-3	674fb0468925c3511707ae03a4a9d41e	Similarly , in 1998 , the World Health Organization reaffirmed that " cloning for the replication of human individuals is ethically unacceptable and contrary to human dignity and integrity " .	Argument_against	val
cloning	http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	http://web.archive.org/web/20160827143433/http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	d5e6119921b9e8ae49541cee4a34e64e	Cloning should be based on scientific facts of the possible good and bad things that come from cloning .	NoArgument	val
cloning	http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	http://web.archive.org/web/20160913010551/http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	f84c16f35c84dd96361b82ae425dad5b	Surely the scientist could be said to be responsible for the diseases and birth defects that would predictably result from having exposed the germ cells to radiation or other mutagens .	Argument_against	train
cloning	http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	http://web.archive.org/web/20160827143433/http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	97bd9f59364b6ea212df11399c74d56e	We also could save endangered species , even revive extinct ones .	Argument_for	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	f4463baaede2d07c6cb16f306c6ff103	Intentionally taking steps to create a child via cloning ( or any other kind of reproductive technology ) could be seen , instead , as a mutual affirmation of love on behalf of the prospective parents and clear evidence that they really desired the resulting child .	Argument_for	train
cloning	http://www.conserve-energy-future.com/pros-and-cons-of-genetic-engineering.php	http://web.archive.org/web/20160507032151/http://www.conserve-energy-future.com:80/pros-and-cons-of-genetic-engineering.php	e444d97d585e038999f4d0dc09b89cef	Is it ‘ Right ’ ?	NoArgument	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	9219dac030155904e25aba7f71de8357	That is , while we ought not to prevent anyone from procreating , we are not required to provide them with any technology whatsoever in order to enable them to procreate if they can not do so by their own means .	Argument_against	test
cloning	http://www.globalchange.com/noclones.htm	http://web.archive.org/web/20160510033753/http://www.globalchange.com:80/noclones.htm	ff0fb53d724cf8d9ac31b935067dc9d6	And not haveus call on our selves to create more humans expecially for evil purposes like war .	Argument_against	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	027a53df39c2411051a6517aa874dca3	Natural reproduction can itself produce dangerous results .	NoArgument	test
cloning	http://bmcmedethics.biomedcentral.com/articles/10.1186/1472-6939-4-3	http://web.archive.org/web/20160322225739/http://bmcmedethics.biomedcentral.com:80/articles/10.1186/1472-6939-4-3	054745b9b1aa360c50e461f85ad27bbf	I believe that reproductive cloning will have little practical use , the health and safety concerns will likely endure for decades , and it may create some challenging genetic enhancement issues .	Argument_against	train
cloning	http://www.humancloning.org/allthe.php	http://web.archive.org/web/20160502230820/http://www.humancloning.org:80/allthe.php	5b68ac296aa19e2bf0b93940ba1c746a	The industrial revolution and Internet revolutions enriched the United States of America .	NoArgument	test
cloning	http://www.economist.com/node/1125284	http://web.archive.org/web/20160414100831/http://www.economist.com:80/node/1125284	a2abba2d9800a8c9b00657ede7bb32be	An outright ban , he says , does not meet that standard .	NoArgument	train
cloning	http://bmcmedethics.biomedcentral.com/articles/10.1186/1472-6939-4-3	http://web.archive.org/web/20160322225739/http://bmcmedethics.biomedcentral.com:80/articles/10.1186/1472-6939-4-3	558ae5506fdee5937972312d679fd6bb	As noted by Shaun Pattinson in his critique of the Canadian government 's use of human dignity as a justification for a ban : " Once again we are left with the feeling that other arguments are in play but remain unsure as to what those arguments are " .	NoArgument	train
cloning	http://www.gallup.com/poll/5098/americans-oppose-idea-human-cloning.aspx	http://web.archive.org/web/20151022115652/http://www.gallup.com:80/poll/5098/americans-oppose-idea-human-cloning.aspx	8c152cfd2448eca34636b3da2ce0e89c	In June , IPSOS/Reid found 42 % supported a complete ban , 39 % supported cloning only on human embryos , and 17 % preferred no restrictions on cloning .	NoArgument	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	312bcb8e6341be9d2eee43bc58fa1179	One possible definition of “ playing God ” is that anything that interferes with nature , or the natural progression of life , interferes with God ’s plan for humanity , and is therefore morally wrong .	Argument_against	test
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	343215a10a94f62dd6e70e6396209bd5	In SCNT , an ovum is emptied of its own nucleus , its DNA , and the chromosomal DNA from another person ( in the case , a patient ’s ) is inserted .	NoArgument	test
cloning	http://healthresearchfunding.org/pros-cons-human-cloning/	http://web.archive.org/web/20161020144653/http://healthresearchfunding.org/pros-cons-human-cloning/	3424e861b6cad2d7f88875c78cb3bce9	Would human cloning help society at large ?	NoArgument	test
cloning	http://www.philforhumanity.com/Human_Cloning.html	http://web.archive.org/web/20161108064748/http://www.philforhumanity.com/Human_Cloning.html	a85c4beffd8ea38239313d96dc24b06d	Therefore , no one should have any expectations from cloned people .	NoArgument	test
cloning	http://www.livescience.com/34487-human-cloning-stem-cell-ethics.html	http://web.archive.org/web/20160505060137/http://www.livescience.com:80/34487-human-cloning-stem-cell-ethics.html	5b328744ec007784738d08fc404c7a62	They then take an adult skin cell , extract the DNA , and insert it in the place of the egg 's original nucleus .	NoArgument	val
cloning	http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	http://web.archive.org/web/20160827143433/http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	25b2bd2f835da788f74101dfb011579d	To help make a massive amount of crops and animals to help feed hunger .	Argument_for	train
cloning	http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	http://web.archive.org/web/20160913010551/http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	7c872f67ce72626690afce38f5bb191c	Kass instead uses the term “ repugnance . ”	NoArgument	train
cloning	http://www.bionews.org.uk/page_570135.asp	http://web.archive.org/web/20160401040156/http://www.bionews.org.uk/page_570135.asp	9dd7281207e3da3ca2fd59e0f9206976	Using existing ES cell lines , including those created through cloning , scientists could continue to compare the efficacy of the two types of cell lines , while studies of the basic mechanisms of reprogramming can still be conducted using animal models .	NoArgument	train
cloning	http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	http://web.archive.org/web/20150914201115/http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	bff5fcce43860cb7760edce9c305b626	Reproductive cloning would entail dehumanizing experimentation " Just Say No To Human Cloning " .	Argument_against	train
cloning	http://www.globalchange.com/noclones.htm	http://web.archive.org/web/20160510033753/http://www.globalchange.com:80/noclones.htm	9857f87285438f5e0367dbab3f3c72d8	What we read is what the writer wanted us to remember .	NoArgument	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	4dfd14952a13685182d2b9e40149fba1	Permitting cloning , therefore , would allow for a more expedient means of creating a savior sibling , since the alternatives ( using preimplantation genetic diagnosis to screen embryos to determine which are genetically compatible with the sibling , implanting into a womb only the ones that are a match and discarding the others , or creating an embryo through natural reproduction and terminating the pregnancy if it is not a genetic match ) are more involved and more time consuming .	Argument_for	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	1dd810bdc12a26953ab872960d1ae275	Annas , George et al. ( 1996 ) , “ The Politics of Human-Embryo Research – Avoiding Ethical Gridlock . ”	NoArgument	test
cloning	http://www.economist.com/node/1125284	http://web.archive.org/web/20160414100831/http://www.economist.com:80/node/1125284	b49c8265f2ccf5458449549304a18060	Cloning , they claim , is a better technology for harvesting stem cells because it could mitigate problems of tissue rejection , since stem cells are cloned from the patient 's own body .	Argument_for	train
cloning	http://www.iep.utm.edu/cloning/	http://web.archive.org/web/20160908035543/http://www.iep.utm.edu/cloning/	c8e12c41122b7349e485287d18a2dbe6	Here , an embryo is created in a Petri dish via In Vitro Fertilization ( IVF ) .	NoArgument	test
cloning	http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	http://web.archive.org/web/20160827143433/http://www.wisegeek.com/what-are-the-pros-and-cons-of-cloning.htm	b837cb36f66b01af5915fb5bdd7f3ffc	I 'm not religious , by any standards , but to completely miss the point of the discussion is just irresponsible .	NoArgument	train
cloning	http://www.globalchange.com/noclones.htm	http://web.archive.org/web/20160510033753/http://www.globalchange.com:80/noclones.htm	a0b75296d023424e474ac04fb7ecedf3	These steps helped to create the atom bomb , even though the research was meant to further our knowledge of the universe .	NoArgument	train
cloning	http://www.chsjournal.org/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	http://web.archive.org/web/20160504033631/http://www.chsjournal.org:80/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	a069c002aa3cddfef142a5f97408f7c2	Many people believe that cloning will lead to loss of individuality eventually , but people have their own personality cloned which personality is similar to those in which they were created .	Argument_for	train
cloning	http://www.geneticsandsociety.org/article.php?id=284	http://web.archive.org/web/20160611103533/http://www.geneticsandsociety.org/article.php?id=284	33943073a7598ffd86a18cc57985d2c2	Technical information about the production of cloned human embryos could not and should not be suppressed .	NoArgument	test
cloning	http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	http://web.archive.org/web/20160913010551/http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	6f47fa4b618e9f1ca6b37febb21c71a0	Pence ’s specific examples here include the idea of a cloned child saying to his ancestor , “ If only you tried harder , Dad , you could ’ve published your book on James Joyce .	NoArgument	train
cloning	http://greengarageblog.org/16-important-pros-and-cons-of-cloning-humans	http://web.archive.org/web/20160420204715/http://greengarageblog.org:80/16-important-pros-and-cons-of-cloning-humans	9f8d0f32aaa3c857039007acf6e0ea42	Taking a look at it from both sides and comparing its pros and cons can give us a different perspective .	NoArgument	test
cloning	http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	http://web.archive.org/web/20150914201115/http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	8d2e02d87b7128db9360d80ead231db9	Cloning would allow a child to be born to all these couples .	Argument_for	val
cloning	http://www.philforhumanity.com/Human_Cloning.html	http://web.archive.org/web/20161108064748/http://www.philforhumanity.com/Human_Cloning.html	23d89ccbf3abb03b53edc05a56393ab9	I judge this purpose as a sufficiently good enough reason for allowing human cloning ; however , I am very suspicious of intentionally making a better race of people .	Argument_for	test
cloning	http://www.chsjournal.org/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	http://web.archive.org/web/20160504033631/http://www.chsjournal.org:80/archive/vol37-no3-2011/for-practitioner/ethical-considerations-on-human-cloning	0c60b7dc59bbf75181ebb3420afb1b1a	To use a specific definition , the American Medical Association define cloning as the production of genetically identical organisms .	NoArgument	train
cloning	http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	http://web.archive.org/web/20160913010551/http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	d5070177fde6bd3eabb7a345620cd3b8	But unlike in sexual reproduction , the egg donor and the somatic cell donor will make vastly unequal genetic contributions to the child .	NoArgument	train
cloning	https://www.oo-software.com/en/disks-and-drives-to-backup-or-clone-the-pros-cons-and-differences	http://web.archive.org/web/20151104095008/http://www.oo-software.com:80/en/disks-and-drives-to-backup-or-clone-the-pros-cons-and-differences	77d4ef5867647aa7efbb78676c820c72	Cons : In order to restore the system or data to a previous state or to access files and documents , the backup software is required .	NoArgument	train
cloning	http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	http://web.archive.org/web/20160913010551/http://www.thenewatlantis.com/publications/part-two-the-case-against-cloning-to-produce-children	1c40cbf71aa569c081ad025ebe293454	Whether it is ethical to create children using experimental methods turns not only on the scientific evidence ( because , among other reasons , the scientific evidence will necessarily be decisively incomplete at first ) but also on the moral meaning of the relationship between prospective parents and their children .	NoArgument	train
cloning	http://theconversation.com/dolly-the-sheep-and-the-human-cloning-debate-twenty-years-later-63712	http://web.archive.org/web/20160810152428/http://theconversation.com/dolly-the-sheep-and-the-human-cloning-debate-twenty-years-later-63712	30282eda7dd9bbeb564212f17e3197fb	Unfortunately , it can be very difficult to pin down precisely what any of these claims really mean in the context of bioethical debate .	NoArgument	train
cloning	http://www.thepublicdiscourse.com/2015/09/15637/	http://web.archive.org/web/20160502083501/http://www.thepublicdiscourse.com:80/2015/09/15637/	b71b3bd5a449b1dff20cde03d27e1cf3	Some technologies that allow individuals to plan their families , such as contraception , are approved by the vast majority of Americans , while others , such as abortion , are deeply divisive .	NoArgument	train
cloning	http://www.thepublicdiscourse.com/2015/09/15637/	http://web.archive.org/web/20160502083501/http://www.thepublicdiscourse.com:80/2015/09/15637/	87d1efad3021ed981cacda19ac9b44f5	This fact is partly attributable to confusion and partly to the different moral arguments that apply to the different ends cloning may serve .	NoArgument	train
cloning	http://www.philforhumanity.com/Human_Cloning.html	http://web.archive.org/web/20161108064748/http://www.philforhumanity.com/Human_Cloning.html	518584126512300a900cc244cf6d2549	I know that the Catholic Pope is against cloning , but I find that at odds with being fruitful and multiplying .	NoArgument	test
cloning	http://bmcmedethics.biomedcentral.com/articles/10.1186/1472-6939-4-3	http://web.archive.org/web/20160322225739/http://bmcmedethics.biomedcentral.com:80/articles/10.1186/1472-6939-4-3	ae073b7ed888dcd56b3f3e0f51ebf47d	As Donald Bruce argues : " Willfully to copy the human genetic identity seems to go beyond something inherent in human dignity and individuality " .	Argument_against	train
cloning	http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	http://web.archive.org/web/20150914201115/http://debatepedia.idebate.org/en/index.php/Debate:_Ban_on_human_reproductive_cloning	88b8bbd27327cb683b58de3e9080170f	Again , the fact that there are identical twins counts against there being a problem .	NoArgument	train
cloning	http://www.debate.org/opinions/is-human-cloning-wrong	http://web.archive.org/web/20160512210343/http://www.debate.org:80/opinions/is-human-cloning-wrong	d4f2b8e72b8958aa7d6b4cc92bd0c006	There is no justification for cloning , it is so inhumane in the sense that there are people on this earth with very cruel intentions and human cloning would allow for military use .	Argument_against	train
cloning	http://vgavirginia.org/10-therapeutic-cloning-pros-and-cons	http://web.archive.org/web/20161023121212/http://vgavirginia.org/10-therapeutic-cloning-pros-and-cons	4b948263f6d31cbc82d472a87471e321	Therapeutic cloning is most rewarding with stem cells which are not widely available .	Argument_for	train
