topic	retrievedUrl	archivedUrl	sentenceHash	sentence	annotation	set
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	a46176817cfe7a15b8539bb40e10a750	No survey , polling , whatever , as very few will ever honestly provide their true thoughts on it .	NoArgument	train
nuclear energy	http://energyinformative.org/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160720150233/http://energyinformative.org:80/nuclear-energy-pros-and-cons/	65ffad044de3ce8a640ae873fee15525	We hate spam too !	NoArgument	test
nuclear energy	http://www.slate.com/articles/health_and_science/the_green_lantern/2010/07/the_nuclear_option.html	http://web.archive.org/web/20160608110749/http://www.slate.com:80/articles/health_and_science/the_green_lantern/2010/07/the_nuclear_option.html	269898943dc42de5f8c8a58788845532	For all this , it 's worth noting that uranium is a very efficient energy source : One ton of natural uranium can produce the same number of kilowatt-hours as 16,000 tons of coal or 80,000 barrels of oil .	Argument_for	train
nuclear energy	http://www.clearpictureonline.com/SO-Nuclear%20Power.html	http://web.archive.org/web/20160801192637/http://www.clearpictureonline.com:80/SO-Nuclear%20Power.html	dd3c0df6bc7219127d0c784de220b7ca	Nuclear is the best way to generate electricity .	Argument_for	train
nuclear energy	http://www.cnduk.org/campaigns/nuclear-power	http://web.archive.org/web/20160724162935/http://www.cnduk.org:80/campaigns/nuclear-power	40a3995eb8b005698d7490cdc4de5329	Wind farms can be up and running in less than a year .	Argument_against	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	19bee549ec48801a20b1978d47cc3ef4	Nuclear waste is not being reprocessed except in a very few countries .	Argument_against	train
nuclear energy	http://greenliving.lovetoknow.com/Advantages_and_Disadvantages_of_Nuclear_Energy	http://web.archive.org/web/20160721050325/http://greenliving.lovetoknow.com:80/Advantages_and_Disadvantages_of_Nuclear_Energy	aed22c9e919c515d613727480c05e756	When the water cools enough to change back into liquid form , it is pumped outside into nearby wetlands .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	3cc2cb9c17390560ac883883c2618fc0	An important pressure within these areas has come from politically active nuclear scientists and engineers .	NoArgument	val
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	c6cbbb6bb561decbceaeef69e8164351	Or is some other reason which I ’ve overlooked more important ?	NoArgument	train
nuclear energy	http://www.nytimes.com/2012/02/26/opinion/sunday/sunday-dialogue-nuclear-energy-pro-and-con.html	http://web.archive.org/web/20170128194758/http://www.nytimes.com/2012/02/26/opinion/sunday/sunday-dialogue-nuclear-energy-pro-and-con.html	ee8269ab033c1aa717440364a575043f	Fukushima could not happen in these plants .	NoArgument	train
nuclear energy	http://www.environmentalscience.org/nuclear-power-facts	http://web.archive.org/web/20160123173345/http://www.environmentalscience.org:80/nuclear-power-facts	d8510bb29a4de1d12ca19f9e6a85da84	Nuclear physics is a well-established division of the “ hard science ” of physics , and every major college and university with a physics department offers the subject .	NoArgument	train
nuclear energy	http://www.abc.net.au/btn/story/s4178056.htm	http://web.archive.org/web/20160622214133/http://www.abc.net.au:80/btn/story/s4178056.htm	2c91998d10024e2861e7a10f0a26cada	It should be band from Australia.If terrorists come they can target the power plant and it would kill heaps of people .	Argument_against	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	526dead50686ce6bda1fdba99c11634b	If that ’s what ’s going on it seems like there would be more pro-wind/pro-solar Republican politicians out there … and fewer climate change denialists on that side of the aisle … why are the Republicans so vociferously opposed to green anything ?	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	dae84af9b76f7baeb22f9ba05b059aec	Since the state is bureaucratic in form , efforts to democratise bureaucracies help to weaken and provide an alternative to state power .	NoArgument	val
nuclear energy	http://www.greenpeace.org/international/en/campaigns/nuclear/	http://web.archive.org/web/20170128200518/http://www.greenpeace.org/international/en/campaigns/nuclear/	299603ea197e22426e84b60221f83593	Despite what the nuclear industry tells us , building enough nuclear power stations to make a meaningful reduction in greenhouse gas emissions would cost trillions of dollars , create tens of thousands of tons of lethal high-level radioactive waste , contribute to further proliferation of nuclear weapons materials , and result in a Chernobyl-scale accident once every decade .	Argument_against	test
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	0a5b0c53d039fb0b132038067c88e041	These are a form of political organising which is consciously anti-elitist and aims to democratise all group interactions .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	f100a093c9090087663faf408e8cd993	The Indian government used products from its ' civilian ' nuclear research programme to produce a nuclear explosion in 1974 .	Argument_against	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	cca20d0687264e4270dac36b358d3ee5	In 1975 , the virtue of mining uranium was largely unquestioned among the general public and the labour movement .	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	3d5e729f60932071ed7dd069ef590ba9	We desperately need leaders with courage who are willing to stand on principal and common sense , AND , willingly risk being voted out .	NoArgument	train
nuclear energy	https://www.scientificamerican.com/article/nuclear-power-must-make-a-comeback-for-climate-s-sake/	http://web.archive.org/web/20160408025329/http://www.scientificamerican.com:80/article/nuclear-power-must-make-a-comeback-for-climate-s-sake/	77dc6b185255752822316e46f84a40e7	Or can renewables go it alone ?	NoArgument	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	15c2d127ac3298539cb1a1ffb29cb149	First , most of the water used in power plants is returned , somewhat warmer to its source , not consumed .	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	8b06ed86f4c99a469e3393fa4857e3e5	That is what I meant .	NoArgument	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	a9e26cf66802bf50f9eb85574fd2f3aa	Considering that he operates by very carefully thinking out matters and considering various options , and considering that he appointed Dr. Moniz we can assume that he has a reasonable understanding of nuclear power .	NoArgument	train
nuclear energy	http://www.environmentalscience.org/nuclear-power-facts	http://web.archive.org/web/20160123173345/http://www.environmentalscience.org:80/nuclear-power-facts	c5bf6d8dfaa97e27720732406722168c	When we compare it to very clean and renewable sources such as solar , the footprint of the complex is much smaller for the same output of voltaic panels and far smaller than that required for wind turbines , so it takes up much less space .	Argument_for	train
nuclear energy	http://www.conserve-energy-future.com/pros-and-cons-of-nuclear-energy.php	http://web.archive.org/web/20160718063846/http://www.conserve-energy-future.com:80/pros-and-cons-of-nuclear-energy.php	cf020775fc65f782499cae128fbc75dc	Nature provides a free lunch , but only if we control our appetites .	NoArgument	test
nuclear energy	http://www.slate.com/articles/health_and_science/the_green_lantern/2010/07/the_nuclear_option.html	http://web.archive.org/web/20160608110749/http://www.slate.com:80/articles/health_and_science/the_green_lantern/2010/07/the_nuclear_option.html	de8fb990ff5773c5f595a049b776d1de	At the same time , global warming is itself a dire legacy , and every energy technology has its pitfalls .	NoArgument	test
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	bc8e8b7d046f5223ecffb46dd7cd4fda	That is an option for you .	NoArgument	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	b540d0aeb9885037e19a022d0c52daa2	In fact , to equal the electrical output of a single 3.000 megawatt-electric nuclear generating station , it would take roughly 2.000 wind turbines or 140 square kilometres of solar panels .	Argument_for	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	5be6f779f2dda7ecbea161a8c4f948f2	There are capitalist interests on both sides of this battle , and siding with one or another form of energy on the grounds that the alternatives are backed by some capitalist interest or other is not defensible .	NoArgument	train
nuclear energy	http://www.world-nuclear.org/information-library/current-and-future-generation/the-nuclear-debate.aspx	http://web.archive.org/web/20160716223743/http://www.world-nuclear.org:80/information-library/current-and-future-generation/the-nuclear-debate.aspx	fc0845e71a8f61416e0828ac01b62545	In all countries using nuclear energy there are well established procedures for storing , managing and transporting such wastes , funded from electricity users .	Argument_for	test
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	e0505fea3eca511cecfb9d99cec4aed4	Furthermore , it is feasible to get private insurance for renewables , whereas the private sector is unwilling to underwrite nuclear facilities , whether LFTR or otherwise .	Argument_against	train
nuclear energy	http://www.triplepundit.com/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160802090500/http://www.triplepundit.com:80/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons	14b9df2c2a2be3eb765ddeb2dfa33c59	They just are not that effective on their own .	NoArgument	test
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	7986f818733b2f785898fbf56ba8240b	Debate on the applicability of Linear no-threshold model versus Radiation hormesis and other competing models continues , however , the predicted low rate of cancer with low dose means that large sample sizes are required in order to make meaningful conclusions .	NoArgument	test
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	8630d4c3b73fd3a78a4917f12aaa0155	" Going beyond the Nuclear Controversy " .	NoArgument	test
nuclear energy	https://www.cleanenergywire.org/factsheets/history-behind-germanys-nuclear-phase-out	http://web.archive.org/web/20170208214332/https://www.cleanenergywire.org/factsheets/history-behind-germanys-nuclear-phase-out	bf45cfc55242410d70f7b4d4ac88eb00	Because nuclear power generation can vary , the plan did not set an exact date for the complete phase-out .	NoArgument	val
nuclear energy	http://www.world-nuclear.org/information-library/current-and-future-generation/the-nuclear-debate.aspx	http://web.archive.org/web/20160716223743/http://www.world-nuclear.org:80/information-library/current-and-future-generation/the-nuclear-debate.aspx	618650f7548d9a5fe5b36bcd9e3ce2d9	Some Soviet designed and built reactors have been a safety concern for many years , but are much better now than in 1986 .	Argument_for	test
nuclear energy	http://www.abc.net.au/btn/story/s4178056.htm	http://web.archive.org/web/20160622214133/http://www.abc.net.au:80/btn/story/s4178056.htm	db997c4086da4a31e1f7dd67a5615ded	Firstly , it does n't let out green house gases that destroy the environment .	Argument_for	train
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	654c03d6adddeaf37a1743ef151e07d9	Renewables receive proportionately large direct production subsidies and tax breaks in many nations , although in absolute terms they are often less than subsidies received by other sources .	NoArgument	test
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	8d50650763d7af12aa33df7ac1f917e3	When you say things like “ if not , performance of a LFTR would be awful ” , maybe you could say “ compared to what ” .	NoArgument	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	2cd68031ca0b08b164844e0468bb68f0	Remember , fluoride volatility extracts uranium very effectively , and is currently used in making LWR fuel ( it works , and equipment is NRC-approved ) .	Argument_for	train
nuclear energy	http://alternativeenergy.procon.org/view.answers.php?questionID=001270	http://web.archive.org/web/20150209215255/http://alternativeenergy.procon.org/view.answers.php?questionID=001270	900368611b0b15d2bfff95072dff3f57	As they struggle to deal with a poisonous environment and waste that must be safeguarded for thousands of years , they will certainly wonder what possessed us to do this .	NoArgument	test
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	afe5426150efb8317126d16fe5d3bf67	In September 2003 , Israel bombed a Syrian reactor under construction .	NoArgument	test
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	31eefb264060a8bc590631e3202a8f75	And even if a jumbo jet did crash into a reactor and breach the containment , the reactor would not explode .	Argument_for	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	f753a88c0753d8ea6bb51a41f41d6686	In a way , large scale ' development ' projects , such as nuclear power , can be seen as a test of the state 's commitment to key corporations and to securing the conditions necessary for capitalist profitability .	Argument_for	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	5e852d1b1353befabf87b17d916f1c1d	Rather than venting hostility on individuals , much more useful is the search for support from all quarters and in all forms : from conservatives , small businesspeople and professionals as well as traditional areas such as students and workers .	NoArgument	train
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	b1fbb9ecb7ab85026d2fda50f4c45073	In most cases , the decommissioning process costs between US $ 300 million to US$ 5.6 billion .	Argument_against	train
nuclear energy	http://isreview.org/issue/77/case-against-nuclear-power	http://web.archive.org/web/20160502145050/http://isreview.org:80/issue/77/case-against-nuclear-power	5360da0a4ac69425af250e0e54c1505f	There are many other reasons to be against nuclear power : the cost overruns , the fact that no country has a fully developed or workable plan — or in most cases any plan — for what to do with the nuclear waste that is piling up alongside the nuclear reactors .	Argument_against	train
nuclear energy	http://www.conserve-energy-future.com/pros-and-cons-of-nuclear-energy.php	http://web.archive.org/web/20160718063846/http://www.conserve-energy-future.com:80/pros-and-cons-of-nuclear-energy.php	fea6687d975d2f47d843e3a42c67fa33	The process of mining and refining uranium has n’t been a clean process .	Argument_against	test
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	799174d49dbd47e255c07ae145d5499d	In so far as fossil fuels contribute to global warming and nuclear energy does not , therefore , fossil fuels are the real enemy of renewables .	Argument_for	train
nuclear energy	http://isreview.org/issue/77/case-against-nuclear-power	http://web.archive.org/web/20160502145050/http://isreview.org:80/issue/77/case-against-nuclear-power	615768cb4374269725fbac8b9dd6f4c3	According to a report cited inScientific American , the costs to the taxpayer of building 100 new nuclear power plants , over the lifetime of the plants , over and above costs associated with alternatives if they had been pursued , come to a truly gargantuan $ 1.9 – 4.1 trillion .	Argument_against	train
nuclear energy	http://www.conserve-energy-future.com/pros-and-cons-of-nuclear-energy.php	http://web.archive.org/web/20160718063846/http://www.conserve-energy-future.com:80/pros-and-cons-of-nuclear-energy.php	6a1d5f185bf60c57853f69a322e1cfd4	It is pretty expensive to mine , refine and transport uranium .	Argument_against	test
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	aff11b3007369e31a77100bd3cd7eda1	Rather such a strategy aims at interactions with existing structures in a way which goes beyond them .	NoArgument	train
nuclear energy	https://www.ted.com/talks/debate_does_the_world_need_nuclear_energy	http://web.archive.org/web/20160815033728/http://www.ted.com:80/talks/debate_does_the_world_need_nuclear_energy	5e732b1a4de4f377fda7af330ea19505	A discussion that 'll make you think — and might even change your mind .	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	50d207f4cf5ba3eacff3a31c08bca722	Why should I risk my time researching his “ facts ” , in order to wage an informed response , when he has shown a propensity to simply fabricate “ facts ” by the use of misleading semantics and nuance ?	NoArgument	train
nuclear energy	http://www.wsj.com/articles/SB121432182593500119	http://web.archive.org/web/20160829075722/http://www.wsj.com/articles/SB121432182593500119	55ffa54279e05a452683721634eaadb4	Is nuclear power the answer for a warming planet ?	NoArgument	test
nuclear energy	http://www.triplepundit.com/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160802090500/http://www.triplepundit.com:80/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons	4717d75185867510c97041fb952eb53a	Although it is not expected to be ready for 50-100 years it holds the most promise for nuclear energy .	Argument_for	test
nuclear energy	http://www.abc.net.au/btn/story/s4178056.htm	http://web.archive.org/web/20160622214133/http://www.abc.net.au:80/btn/story/s4178056.htm	671eeabfb97f54519510dbb55875dc87	My reasons are Firstly It will not use green house gasses and will save the world from pollution .	Argument_for	train
nuclear energy	http://alternativeenergy.procon.org/view.answers.php?questionID=001270	http://web.archive.org/web/20150209215255/http://alternativeenergy.procon.org/view.answers.php?questionID=001270	9312cb3968d74f1d8b35aa926909eb95	The radiation from a reactor is tiny : about as much as that from our own bodies .	Argument_for	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	92eebb4e5e60ba9ec867ca59c0bd585a	@POA , A truer number is 1/3 Believe , 1/3 on the fence , 1/3 need much more proof .	NoArgument	train
nuclear energy	http://www.livescience.com/5227-energy-debates-nuclear-power.html	http://web.archive.org/web/20160713200806/http://www.livescience.com:80/5227-energy-debates-nuclear-power.html	3949ff9f676b2f8ff8c99d9c4ff416b4	The Facts While the nucleus of an atom is tiny , an extraordinary amount of energy helps hold it together .	NoArgument	train
nuclear energy	https://futurism.com/theres-no-argument-against-nuclear-power/	http://web.archive.org/web/20170128234253/https://futurism.com/theres-no-argument-against-nuclear-power/	22cec8b11c83194d5bf27b75b37e51ea	SMRs work on a cellular , battery-like method in which a number of small , self-contained power plants can be yoked together to create the equivalent of a large nuclear reactor .	NoArgument	val
nuclear energy	http://isreview.org/issue/77/case-against-nuclear-power	http://web.archive.org/web/20160502145050/http://isreview.org:80/issue/77/case-against-nuclear-power	7f6d877722d4627859bfa70b51411d4a	Experts estimate forty more countries are capable of developing nuclear weapons as the nuclear club continues to expand .	NoArgument	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	5a38f21e68fa591075e41398b1e3c416	A large amount of uranium ore needs to be mined , milled , refined and enriched in order to produce that little tiny pellet that has the energy of many coal hopper cars .	Argument_against	train
nuclear energy	https://www.amazon.com/Nuclear-Power-Arguments-Controversial-Technology/dp/0393301281	http://web.archive.org/web/20160201044536/http://www.amazon.com:80/Nuclear-Power-Arguments-Controversial-Technology/dp/0393301281	96558e5bcf79a14fa967536f266fa081	If you 're a seller , Fulfillment by Amazon can help you increase your sales .	NoArgument	train
nuclear energy	http://www.globalresearch.ca/reject-nuclear-power-heres-why/5321374	http://web.archive.org/web/20170201015432/http://www.globalresearch.ca/reject-nuclear-power-heres-why/5321374	5d0b3d434272454936617b8e60872cc6	Nuclear power stations are so dangerous that no insurance company will undertake to pay the total costs of a disaster or a terrorist attack .	Argument_against	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	5f2eadad6201a198c43aca347f04ea91	" Going Nuclear A Green Makes the Case " .	NoArgument	val
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	754bade2532c9cf522b253397ebd3c81	Retrieved May 22 , 2016 .	NoArgument	test
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	3d1daa304061ddd42192c47106a201fc	This was the lowest level of support for nuclear since 2001 , and significantly down from the 2010 peak of 62 % in favor , versus 33 % opposed .	NoArgument	test
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	71b8d72baf24020bc174e76cf74e1d2f	Because with nuclear energy , that ’s what we ’ve often been doing , and it ’s high time to stop .	NoArgument	val
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	4b75c0c4214f3486159419875494cfdc	( Is that a word ? )	NoArgument	train
nuclear energy	https://www.cleanenergywire.org/factsheets/history-behind-germanys-nuclear-phase-out	http://web.archive.org/web/20170208214332/https://www.cleanenergywire.org/factsheets/history-behind-germanys-nuclear-phase-out	b0a380a822e811d9c2d7b718dc2c2d01	Utilities complain about the financial burden of shutting down plants earlier than planned .	NoArgument	val
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	f70602fd196d099ec43e94a45d6479af	In a two-liquid arrangement ( core and surrounding Thorium blanket as neutron reflector ) , a graphite or Hastelloy-N separating barrier could fail , e.g. due to thermal stress , corrosion and/or neutron embrittlement , such that cleaning up a LFTR after missing of core and blanket would be one unholy mess and extremely hazardous due to the high Gamma flux .	Argument_against	val
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	5b0a90bfbbf04dcdb716ec08fda92257	Personal habits bring day-to-day relevance to a social message , and can provide an example to others .	NoArgument	val
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	cdc8fcc01b7d3916e012ef559522028a	MSR designs in general do not have a positive thermal coefficient of re-activity .	NoArgument	train
